"","District","Month","Year","Cases"
"1232","Mulanje-DHO","July",2018,15896
"1233","Mwanza-DHO","July",2018,5671
"1234","Mzimba-North-DHO","July",2018,11212
"1235","Mzimba-South-DHO","July",2018,13768
"1236","Neno-DHO","July",2018,7223
"1237","Nkhata-Bay-DHO","July",2018,21826
"1238","Nkhotakota-DHO","July",2018,30532
"1239","Nsanje-DHO","July",2018,6513
"1240","Ntcheu-DHO","July",2018,15116
"1241","Ntchisi-DHO","July",2018,10351
"1242","Phalombe-DHO","July",2018,8252
"1243","Rumphi-DHO","July",2018,6796
"1244","Salima-DHO","July",2018,21029
"1245","Thyolo-DHO","July",2018,5783
"1246","Zomba-DHO","July",2018,16234
"1247","Balaka-DHO","August",2018,7463
"1248","Blantyre-DHO","August",2018,15440
"1249","Chikwawa-DHO","August",2018,10983
"1250","Chiradzulu-DHO","August",2018,1678
"1251","Chitipa-DHO","August",2018,4362
"1252","Dedza-DHO","August",2018,9806
"1253","Dowa-DHO","August",2018,10909
"1254","Karonga-DHO","August",2018,17546
"1255","Kasungu-DHO","August",2018,13886
"1256","Likoma-DHO","August",2018,514
"1257","Lilongwe-DHO","August",2018,28381
"1258","Machinga-DHO","August",2018,15264
"1259","Mangochi-DHO","August",2018,22091
"1260","Mchinji-DHO","August",2018,11238
"1261","Mulanje-DHO","August",2018,13935
"1262","Mwanza-DHO","August",2018,4100
"1263","Mzimba-North-DHO","August",2018,6048
"1264","Mzimba-South-DHO","August",2018,7551
"1265","Neno-DHO","August",2018,5364
"1266","Nkhata-Bay-DHO","August",2018,21065
"1267","Nkhotakota-DHO","August",2018,29247
"1268","Nsanje-DHO","August",2018,6020
"1269","Ntcheu-DHO","August",2018,10301
"1270","Ntchisi-DHO","August",2018,7820
"1271","Phalombe-DHO","August",2018,5940
"1272","Rumphi-DHO","August",2018,3871
"1273","Salima-DHO","August",2018,20505
"1274","Thyolo-DHO","August",2018,5121
"1275","Zomba-DHO","August",2018,14004
"1276","Balaka-DHO","September",2018,8742
"1277","Blantyre-DHO","September",2018,12016
"1278","Chikwawa-DHO","September",2018,10715
"1279","Chiradzulu-DHO","September",2018,2264
"1280","Chitipa-DHO","September",2018,4269
"1281","Dedza-DHO","September",2018,11898
"1282","Dowa-DHO","September",2018,12184
"1283","Karonga-DHO","September",2018,15120
"1284","Kasungu-DHO","September",2018,13753
"1285","Likoma-DHO","September",2018,717
"1286","Lilongwe-DHO","September",2018,27594
"1287","Machinga-DHO","September",2018,15110
"1288","Mangochi-DHO","September",2018,29005
"1289","Mchinji-DHO","September",2018,15014
"1290","Mulanje-DHO","September",2018,14443
"1291","Mwanza-DHO","September",2018,5471
"1292","Mzimba-North-DHO","September",2018,5376
"1293","Mzimba-South-DHO","September",2018,6537
"1294","Neno-DHO","September",2018,7683
"1295","Nkhata-Bay-DHO","September",2018,22397
"1296","Nkhotakota-DHO","September",2018,31440
"1297","Nsanje-DHO","September",2018,6653
"1298","Ntcheu-DHO","September",2018,8529
"1299","Ntchisi-DHO","September",2018,9352
"1300","Phalombe-DHO","September",2018,5679
"1301","Rumphi-DHO","September",2018,2860
"1302","Salima-DHO","September",2018,23543
"1303","Thyolo-DHO","September",2018,5068
"1304","Zomba-DHO","September",2018,17162
"1305","Balaka-DHO","October",2018,7516
"1306","Blantyre-DHO","October",2018,9088
"1307","Chikwawa-DHO","October",2018,6498
"1308","Chiradzulu-DHO","October",2018,1987
"1309","Chitipa-DHO","October",2018,2999
"1310","Dedza-DHO","October",2018,15459
"1311","Dowa-DHO","October",2018,16871
"1312","Karonga-DHO","October",2018,13807
"1313","Kasungu-DHO","October",2018,16721
"1314","Likoma-DHO","October",2018,582
"1315","Lilongwe-DHO","October",2018,34609
"1316","Machinga-DHO","October",2018,12107
"1317","Mangochi-DHO","October",2018,23652
"1318","Mchinji-DHO","October",2018,22850
"1319","Mulanje-DHO","October",2018,17774
"1320","Mwanza-DHO","October",2018,5104
"1321","Mzimba-North-DHO","October",2018,5550
"1322","Mzimba-South-DHO","October",2018,7812
"1323","Neno-DHO","October",2018,6986
"1324","Nkhata-Bay-DHO","October",2018,26305
"1325","Nkhotakota-DHO","October",2018,33774
"1326","Nsanje-DHO","October",2018,5662
"1327","Ntcheu-DHO","October",2018,11817
"1328","Ntchisi-DHO","October",2018,13593
"1329","Phalombe-DHO","October",2018,5267
"1330","Rumphi-DHO","October",2018,3355
"1331","Salima-DHO","October",2018,23760
"1332","Thyolo-DHO","October",2018,5121
"1333","Zomba-DHO","October",2018,17991
"1334","Balaka-DHO","November",2018,5746
"1335","Blantyre-DHO","November",2018,9406
"1336","Chikwawa-DHO","November",2018,4056
"1337","Chiradzulu-DHO","November",2018,1207
"1338","Chitipa-DHO","November",2018,2719
"1339","Dedza-DHO","November",2018,13700
"1340","Dowa-DHO","November",2018,11968
"1341","Karonga-DHO","November",2018,9969
"1342","Kasungu-DHO","November",2018,13037
"1343","Likoma-DHO","November",2018,544
"1344","Lilongwe-DHO","November",2018,35038
"1345","Machinga-DHO","November",2018,9333
"1346","Mangochi-DHO","November",2018,16687
"1347","Mchinji-DHO","November",2018,14628
"1348","Mulanje-DHO","November",2018,18945
"1349","Mwanza-DHO","November",2018,3598
"1350","Mzimba-North-DHO","November",2018,5616
"1351","Mzimba-South-DHO","November",2018,6603
"1352","Neno-DHO","November",2018,4540
"1353","Nkhata-Bay-DHO","November",2018,28238
"1354","Nkhotakota-DHO","November",2018,17813
"1355","Nsanje-DHO","November",2018,3626
"1356","Ntcheu-DHO","November",2018,8910
"1357","Ntchisi-DHO","November",2018,11386
"1358","Phalombe-DHO","November",2018,4009
"1359","Rumphi-DHO","November",2018,3525
"1360","Salima-DHO","November",2018,13852
"1361","Thyolo-DHO","November",2018,4638
"1362","Zomba-DHO","November",2018,13941
"1363","Balaka-DHO","December",2018,8274
"1364","Blantyre-DHO","December",2018,10892
"1365","Chikwawa-DHO","December",2018,4965
"1366","Chiradzulu-DHO","December",2018,1559
"1367","Chitipa-DHO","December",2018,6350
"1368","Dedza-DHO","December",2018,14831
"1369","Dowa-DHO","December",2018,15262
"1370","Karonga-DHO","December",2018,7252
"1371","Kasungu-DHO","December",2018,12653
"1372","Likoma-DHO","December",2018,416
"1373","Lilongwe-DHO","December",2018,31131
"1374","Machinga-DHO","December",2018,8321
"1375","Mangochi-DHO","December",2018,16887
"1376","Mchinji-DHO","December",2018,13578
"1377","Mulanje-DHO","December",2018,22007
"1378","Mwanza-DHO","December",2018,4446
"1379","Mzimba-North-DHO","December",2018,9107
"1380","Mzimba-South-DHO","December",2018,6570
"1381","Neno-DHO","December",2018,5368
"1382","Nkhata-Bay-DHO","December",2018,26328
"1383","Nkhotakota-DHO","December",2018,9314
"1384","Nsanje-DHO","December",2018,3749
"1385","Ntcheu-DHO","December",2018,13697
"1386","Ntchisi-DHO","December",2018,9938
"1387","Phalombe-DHO","December",2018,3666
"1388","Rumphi-DHO","December",2018,5766
"1389","Salima-DHO","December",2018,10507
"1390","Thyolo-DHO","December",2018,8647
"1391","Zomba-DHO","December",2018,14591
"1392","Balaka-DHO","January",2019,45008
"1393","Blantyre-DHO","January",2019,21258
"1394","Chikwawa-DHO","January",2019,13915
"1395","Chiradzulu-DHO","January",2019,5251
"1396","Chitipa-DHO","January",2019,7427
"1397","Dedza-DHO","January",2019,37944
"1398","Dowa-DHO","January",2019,25896
"1399","Karonga-DHO","January",2019,2078
"1400","Kasungu-DHO","January",2019,38747
"1401","Likoma-DHO","January",2019,704
"1402","Lilongwe-DHO","January",2019,28691
"1403","Machinga-DHO","January",2019,10709
"1404","Mangochi-DHO","January",2019,51066
"1405","Mchinji-DHO","January",2019,23364
"1406","Mulanje-DHO","January",2019,24110
"1407","Mwanza-DHO","January",2019,6922
"1408","Mzimba-North-DHO","January",2019,19237
"1409","Mzimba-South-DHO","January",2019,8865
"1410","Neno-DHO","January",2019,8316
"1411","Nkhata-Bay-DHO","January",2019,33756
"1412","Nkhotakota-DHO","January",2019,13356
"1413","Nsanje-DHO","January",2019,1752
"1414","Ntcheu-DHO","January",2019,14168
"1415","Ntchisi-DHO","January",2019,12528
"1416","Phalombe-DHO","January",2019,4678
"1417","Rumphi-DHO","January",2019,8195
"1418","Salima-DHO","January",2019,18846
"1419","Thyolo-DHO","January",2019,12951
"1420","Zomba-DHO","January",2019,40436
"1421","Balaka-DHO","February",2019,24703
"1422","Blantyre-DHO","February",2019,17952
"1423","Chikwawa-DHO","February",2019,26268
"1424","Chiradzulu-DHO","February",2019,6304
"1425","Chitipa-DHO","February",2019,5098
"1426","Dedza-DHO","February",2019,32096
"1427","Dowa-DHO","February",2019,22657
"1428","Karonga-DHO","February",2019,5908
"1429","Kasungu-DHO","February",2019,41494
"1430","Likoma-DHO","February",2019,586
"1431","Lilongwe-DHO","February",2019,81500
"1432","Machinga-DHO","February",2019,9513
"1433","Mangochi-DHO","February",2019,46412
"1434","Mchinji-DHO","February",2019,28414
"1435","Mulanje-DHO","February",2019,29833
"1436","Mwanza-DHO","February",2019,4572
"1437","Mzimba-North-DHO","February",2019,18892
"1438","Mzimba-South-DHO","February",2019,14943
"1439","Neno-DHO","February",2019,9543
"1440","Nkhata-Bay-DHO","February",2019,26129
"1441","Nkhotakota-DHO","February",2019,11477
"1442","Nsanje-DHO","February",2019,7059
"1443","Ntcheu-DHO","February",2019,21632
"1444","Ntchisi-DHO","February",2019,5524
"1445","Phalombe-DHO","February",2019,5224
"1446","Rumphi-DHO","February",2019,4805
"1447","Salima-DHO","February",2019,15053
"1448","Thyolo-DHO","February",2019,10202
"1449","Zomba-DHO","February",2019,27235
"1450","Balaka-DHO","March",2019,27890
"1451","Blantyre-DHO","March",2019,39529
"1452","Chikwawa-DHO","March",2019,26318
"1453","Chiradzulu-DHO","March",2019,9555
"1454","Chitipa-DHO","March",2019,4470
"1455","Dedza-DHO","March",2019,33009
"1456","Dowa-DHO","March",2019,28700
"1457","Karonga-DHO","March",2019,4982
"1458","Kasungu-DHO","March",2019,55052
"1459","Likoma-DHO","March",2019,388
"1460","Lilongwe-DHO","March",2019,71936
"1461","Machinga-DHO","March",2019,10495
"1462","Mangochi-DHO","March",2019,42647
"1463","Mchinji-DHO","March",2019,24020
"1464","Mulanje-DHO","March",2019,23280
"1465","Mwanza-DHO","March",2019,4051
"1466","Mzimba-North-DHO","March",2019,29616
"1467","Mzimba-South-DHO","March",2019,25439
"1468","Neno-DHO","March",2019,10759
"1469","Nkhata-Bay-DHO","March",2019,25332
"1470","Nkhotakota-DHO","March",2019,12994
"1471","Nsanje-DHO","March",2019,5845
"1472","Ntcheu-DHO","March",2019,37852
"1473","Ntchisi-DHO","March",2019,4335
"1474","Phalombe-DHO","March",2019,7637
"1475","Rumphi-DHO","March",2019,4126
"1476","Salima-DHO","March",2019,13114
"1477","Thyolo-DHO","March",2019,9592
"1478","Zomba-DHO","March",2019,32755
"1479","Balaka-DHO","April",2019,27714
"1480","Blantyre-DHO","April",2019,35322
"1481","Chikwawa-DHO","April",2019,29461
"1482","Chiradzulu-DHO","April",2019,10193
"1483","Chitipa-DHO","April",2019,5746
"1484","Dedza-DHO","April",2019,26042
"1485","Dowa-DHO","April",2019,31863
"1486","Karonga-DHO","April",2019,4022
"1487","Kasungu-DHO","April",2019,59617
"1488","Likoma-DHO","April",2019,501
"1489","Lilongwe-DHO","April",2019,70565
"1490","Machinga-DHO","April",2019,11355
"1491","Mangochi-DHO","April",2019,42584
"1492","Mchinji-DHO","April",2019,23619
"1493","Mulanje-DHO","April",2019,24570
"1494","Mwanza-DHO","April",2019,2774
"1495","Mzimba-North-DHO","April",2019,33337
"1496","Mzimba-South-DHO","April",2019,28330
"1497","Neno-DHO","April",2019,9723
"1498","Nkhata-Bay-DHO","April",2019,23019
"1499","Nkhotakota-DHO","April",2019,14150
"1500","Nsanje-DHO","April",2019,6483
"1501","Ntcheu-DHO","April",2019,26016
"1502","Ntchisi-DHO","April",2019,4656
"1503","Phalombe-DHO","April",2019,7185
"1504","Rumphi-DHO","April",2019,4612
"1505","Salima-DHO","April",2019,11580
"1506","Thyolo-DHO","April",2019,7896
"1507","Zomba-DHO","April",2019,35070
"1508","Balaka-DHO","May",2019,28894
"1509","Blantyre-DHO","May",2019,34002
"1510","Chikwawa-DHO","May",2019,38302
"1511","Chiradzulu-DHO","May",2019,14566
"1512","Chitipa-DHO","May",2019,7825
"1513","Dedza-DHO","May",2019,21970
"1514","Dowa-DHO","May",2019,31303
"1515","Karonga-DHO","May",2019,3793
"1516","Kasungu-DHO","May",2019,54123
"1517","Likoma-DHO","May",2019,556
"1518","Lilongwe-DHO","May",2019,58632
"1519","Machinga-DHO","May",2019,12993
"1520","Mangochi-DHO","May",2019,44791
"1521","Mchinji-DHO","May",2019,25657
"1522","Mulanje-DHO","May",2019,36676
"1523","Mwanza-DHO","May",2019,2962
"1524","Mzimba-North-DHO","May",2019,28395
"1525","Mzimba-South-DHO","May",2019,27349
"1526","Neno-DHO","May",2019,4239
"1527","Nkhata-Bay-DHO","May",2019,22399
"1528","Nkhotakota-DHO","May",2019,14173
"1529","Nsanje-DHO","May",2019,9718
"1530","Ntcheu-DHO","May",2019,39827
"1531","Ntchisi-DHO","May",2019,3995
"1532","Phalombe-DHO","May",2019,11426
"1533","Rumphi-DHO","May",2019,5640
"1534","Salima-DHO","May",2019,9945
"1535","Thyolo-DHO","May",2019,10040
"1536","Zomba-DHO","May",2019,47956
"1537","Balaka-DHO","June",2019,15327
"1538","Blantyre-DHO","June",2019,21458
"1539","Chikwawa-DHO","June",2019,23590
"1540","Chiradzulu-DHO","June",2019,5137
"1541","Chitipa-DHO","June",2019,3539
"1542","Dedza-DHO","June",2019,12788
"1543","Dowa-DHO","June",2019,17981
"1544","Karonga-DHO","June",2019,3115
"1545","Kasungu-DHO","June",2019,32777
"1546","Likoma-DHO","June",2019,379
"1547","Lilongwe-DHO","June",2019,36994
"1548","Machinga-DHO","June",2019,6533
"1549","Mangochi-DHO","June",2019,29164
"1550","Mchinji-DHO","June",2019,16800
"1551","Mulanje-DHO","June",2019,19968
"1552","Mwanza-DHO","June",2019,1928
"1553","Mzimba-North-DHO","June",2019,14745
"1554","Mzimba-South-DHO","June",2019,15526
"1555","Neno-DHO","June",2019,4572
"1556","Nkhata-Bay-DHO","June",2019,20211
"1557","Nkhotakota-DHO","June",2019,16914
"1558","Nsanje-DHO","June",2019,7267
"1559","Ntcheu-DHO","June",2019,19385
"1560","Ntchisi-DHO","June",2019,2609
"1561","Phalombe-DHO","June",2019,5202
"1562","Rumphi-DHO","June",2019,1147
"1563","Salima-DHO","June",2019,7018
"1564","Thyolo-DHO","June",2019,5041
"1565","Zomba-DHO","June",2019,27466
"1566","Balaka-DHO","July",2019,12377
"1567","Blantyre-DHO","July",2019,16736
"1568","Chikwawa-DHO","July",2019,21117
"1569","Chiradzulu-DHO","July",2019,2016
"1570","Chitipa-DHO","July",2019,2453
"1571","Dedza-DHO","July",2019,8249
"1572","Dowa-DHO","July",2019,10860
"1573","Karonga-DHO","July",2019,2614
"1574","Kasungu-DHO","July",2019,20798
"1575","Likoma-DHO","July",2019,288
"1576","Lilongwe-DHO","July",2019,23918
"1577","Machinga-DHO","July",2019,7064
"1578","Mangochi-DHO","July",2019,26659
"1579","Mchinji-DHO","July",2019,10283
"1580","Mulanje-DHO","July",2019,12973
"1581","Mwanza-DHO","July",2019,2651
"1582","Mzimba-North-DHO","July",2019,7270
"1583","Mzimba-South-DHO","July",2019,13165
"1584","Neno-DHO","July",2019,3088
"1585","Nkhata-Bay-DHO","July",2019,18351
"1586","Nkhotakota-DHO","July",2019,17199
"1587","Nsanje-DHO","July",2019,6811
"1588","Ntcheu-DHO","July",2019,13770
"1589","Ntchisi-DHO","July",2019,1786
"1590","Phalombe-DHO","July",2019,3126
"1591","Rumphi-DHO","July",2019,1688
"1592","Salima-DHO","July",2019,5553
"1593","Thyolo-DHO","July",2019,4406
"1594","Zomba-DHO","July",2019,18756
"1595","Balaka-DHO","August",2019,10254
"1596","Blantyre-DHO","August",2019,20107
"1597","Chikwawa-DHO","August",2019,18294
"1598","Chiradzulu-DHO","August",2019,1008
"1599","Chitipa-DHO","August",2019,1449
"1600","Dedza-DHO","August",2019,6763
"1601","Dowa-DHO","August",2019,6716
"1602","Karonga-DHO","August",2019,3016
"1603","Kasungu-DHO","August",2019,13123
"1604","Likoma-DHO","August",2019,396
"1605","Lilongwe-DHO","August",2019,16625
"1606","Machinga-DHO","August",2019,7353
"1607","Mangochi-DHO","August",2019,27598
"1608","Mchinji-DHO","August",2019,9257
"1609","Mulanje-DHO","August",2019,10338
"1610","Mwanza-DHO","August",2019,2711
"1611","Mzimba-North-DHO","August",2019,3169
"1612","Mzimba-South-DHO","August",2019,7064
"1613","Neno-DHO","August",2019,3221
"1614","Nkhata-Bay-DHO","August",2019,19636
"1615","Nkhotakota-DHO","August",2019,20298
"1616","Nsanje-DHO","August",2019,7208
"1617","Ntcheu-DHO","August",2019,9053
"1618","Ntchisi-DHO","August",2019,1615
"1619","Phalombe-DHO","August",2019,2807
"1620","Rumphi-DHO","August",2019,1305
"1621","Salima-DHO","August",2019,6326
"1622","Thyolo-DHO","August",2019,4894
"1623","Zomba-DHO","August",2019,14346
"1624","Balaka-DHO","September",2019,9395
"1625","Blantyre-DHO","September",2019,18288
"1626","Chikwawa-DHO","September",2019,20543
"1627","Chiradzulu-DHO","September",2019,980
"1628","Chitipa-DHO","September",2019,1149
"1629","Dedza-DHO","September",2019,7555
"1630","Dowa-DHO","September",2019,6818
"1631","Karonga-DHO","September",2019,2742
"1632","Kasungu-DHO","September",2019,12999
"1633","Likoma-DHO","September",2019,490
"1634","Lilongwe-DHO","September",2019,16737
"1635","Machinga-DHO","September",2019,10190
"1636","Mangochi-DHO","September",2019,27138
"1637","Mchinji-DHO","September",2019,11886
"1638","Mulanje-DHO","September",2019,11707
"1639","Mwanza-DHO","September",2019,2997
"1640","Mzimba-North-DHO","September",2019,2785
"1641","Mzimba-South-DHO","September",2019,6317
"1642","Neno-DHO","September",2019,3545
"1643","Nkhata-Bay-DHO","September",2019,20432
"1644","Nkhotakota-DHO","September",2019,23231
"1645","Nsanje-DHO","September",2019,8433
"1646","Ntcheu-DHO","September",2019,9315
"1647","Ntchisi-DHO","September",2019,2532
"1648","Phalombe-DHO","September",2019,2632
"1649","Rumphi-DHO","September",2019,1176
"1650","Salima-DHO","September",2019,8045
"1651","Thyolo-DHO","September",2019,6009
"1652","Zomba-DHO","September",2019,15094
"1653","Balaka-DHO","October",2019,9699
"1654","Blantyre-DHO","October",2019,15752
"1655","Chikwawa-DHO","October",2019,16829
"1656","Chiradzulu-DHO","October",2019,998
"1657","Chitipa-DHO","October",2019,1190
"1658","Dedza-DHO","October",2019,11326
"1659","Dowa-DHO","October",2019,10188
"1660","Karonga-DHO","October",2019,2577
"1661","Kasungu-DHO","October",2019,18742
"1662","Likoma-DHO","October",2019,445
"1663","Lilongwe-DHO","October",2019,26737
"1664","Machinga-DHO","October",2019,12561
"1665","Mangochi-DHO","October",2019,32098
"1666","Mchinji-DHO","October",2019,17766
"1667","Mulanje-DHO","October",2019,15426
"1668","Mwanza-DHO","October",2019,3272
"1669","Mzimba-North-DHO","October",2019,3572
"1670","Mzimba-South-DHO","October",2019,7298
"1671","Neno-DHO","October",2019,3701
"1672","Nkhata-Bay-DHO","October",2019,23763
"1673","Nkhotakota-DHO","October",2019,26229
"1674","Nsanje-DHO","October",2019,8346
"1675","Ntcheu-DHO","October",2019,11559
"1676","Ntchisi-DHO","October",2019,5238
"1677","Phalombe-DHO","October",2019,2732
"1678","Rumphi-DHO","October",2019,1635
"1679","Salima-DHO","October",2019,9396
"1680","Thyolo-DHO","October",2019,7881
"1681","Zomba-DHO","October",2019,15576
"1682","Balaka-DHO","November",2019,7442
"1683","Blantyre-DHO","November",2019,17617
"1684","Chikwawa-DHO","November",2019,7193
"1685","Chiradzulu-DHO","November",2019,1111
"1686","Chitipa-DHO","November",2019,878
"1687","Dedza-DHO","November",2019,11212
"1688","Dowa-DHO","November",2019,10680
"1689","Karonga-DHO","November",2019,2040
"1690","Kasungu-DHO","November",2019,20102
"1691","Likoma-DHO","November",2019,318
"1692","Lilongwe-DHO","November",2019,32218
"1693","Machinga-DHO","November",2019,8987
"1694","Mangochi-DHO","November",2019,24294
"1695","Mchinji-DHO","November",2019,20439
"1696","Mulanje-DHO","November",2019,15629
"1697","Mwanza-DHO","November",2019,3061
"1698","Mzimba-North-DHO","November",2019,4091
"1699","Mzimba-South-DHO","November",2019,8414
"1700","Neno-DHO","November",2019,3060
"1701","Nkhata-Bay-DHO","November",2019,24578
"1702","Nkhotakota-DHO","November",2019,18461
"1703","Nsanje-DHO","November",2019,5872
"1704","Ntcheu-DHO","November",2019,10589
"1705","Ntchisi-DHO","November",2019,8242
"1706","Phalombe-DHO","November",2019,2943
"1707","Rumphi-DHO","November",2019,1931
"1708","Salima-DHO","November",2019,6603
"1709","Thyolo-DHO","November",2019,6694
"1710","Zomba-DHO","November",2019,14326
"1711","Balaka-DHO","December",2019,11730
"1712","Blantyre-DHO","December",2019,12120
"1713","Chikwawa-DHO","December",2019,6245
"1714","Chiradzulu-DHO","December",2019,1721
"1715","Chitipa-DHO","December",2019,1730
"1716","Dedza-DHO","December",2019,20070
